user=admin@nss_sushil.com, reqsize=1101, respsize=486, urlclass=Productivity Loss, location=Road Warrior, department=dept2, reqmethod=get, respcode=301 - Moved Permanently, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=flipkart.com
user=admin@nss_sushil.com, reqsize=422, respsize=4401, urlclass=General Surfing, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=img6a.flixcart.com
user=admin@nss_sushil.com, reqsize=2018, respsize=61528, urlclass=Productivity Loss, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=www.flipkart.com
user=admin@nss_sushil.com, reqsize=1080, respsize=404, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=stats.g.doubleclick.net
user=admin@nss_sushil.com, reqsize=434, respsize=2249, urlclass=General Surfing, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=img6a.flixcart.com
user=admin@nss_sushil.com, reqsize=477, respsize=52170, urlclass=General Surfing, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=img6a.flixcart.com
user=admin@nss_sushil.com, reqsize=396, respsize=408, urlclass=General Surfing, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=img6a.flixcart.com
user=admin@nss_sushil.com, reqsize=554, respsize=633, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=302 - Found, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=googleads.g.doubleclick.net
user=admin@nss_sushil.com, reqsize=554, respsize=633, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=302 - Found, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=googleads.g.doubleclick.net
user=admin@nss_sushil.com, reqsize=2394, respsize=3328, urlclass=Productivity Loss, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=www.flipkart.com
user=admin@nss_sushil.com, reqsize=473, respsize=678, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=302 - Found, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=www.googleadservices.com
user=admin@nss_sushil.com, reqsize=1419, respsize=372, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=www.google.com
user=admin@nss_sushil.com, reqsize=654, respsize=656, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=302 - Found, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=googleads.g.doubleclick.net
user=admin@nss_sushil.com, reqsize=1419, respsize=372, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=www.google.com
user=admin@nss_sushil.com, reqsize=697, respsize=309, urlclass=General Surfing, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=b.scorecardresearch.com
user=admin@nss_sushil.com, reqsize=376, respsize=440, urlclass=General Surfing, location=Road Warrior, department=dept2, reqmethod=get, respcode=302 - Found, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=ops.flipkart.net
user=admin@nss_sushil.com, reqsize=609, respsize=197, urlclass=General Surfing, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=tracking.flipkart.net
user=admin@nss_sushil.com, reqsize=1442, respsize=372, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=www.google.com
user=admin@nss_sushil.com, reqsize=1543, respsize=717, urlclass=Custom, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=flipkart.d1.sc.omtrdc.net
user=admin@nss_sushil.com, reqsize=505, respsize=760, urlclass=General Surfing, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=lognormal.net
user=admin@nss_sushil.com, reqsize=391, respsize=4802, urlclass=Business Use, location=Road Warrior, department=dept2, reqmethod=get, respcode=200 - OK, useragent=Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0, hostname=a.adroll.com
